store_id,store_name,address,phone,openhours,facilities,hashtags,categories,main_image_url
17,더하우스1932,서울 중구 만리재로35길 7 (우)04501,02-365-1932,"{'화': {'영업시간': '10:00 ~ 22:00', '라스트오더': '21:30', '브레이크타임': None}, '수': {'영업시간': '10:00 ~ 22:00', '라스트오더': '21:30', '브레이크타임': None}, '목': {'영업시간': '10:00 ~ 22:00', '라스트오더': '21:30', '브레이크타임': None}, '금': {'영업시간': '10:00 ~ 22:00', '라스트오더': '21:30', '브레이크타임': None}, '토': {'영업시간': '10:00 ~ 22:00', '라스트오더': '21:30', '브레이크타임': None}, '일': {'영업시간': '11:00 ~ 19:00', '라스트오더': '18:30', '브레이크타임': None}, '월': {'영업시간': '10:00 ~ 22:00', '라스트오더': '21:30', '브레이크타임': None}}","['포장가능', '와이파이']","['#대형카페', '#로스팅전문', '#베이커리카페', '#친목모임', '#제로페이']",['카페'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMzFfMjU1%2FMDAxNzQzMzk3Mjc1NDY2.yxhMtn_w45XbBRCqtGzTfYVtA67I8wyz5GBKmkC3J-Yg.7j-6hq5Rgr9Q0JrAsnp9yExCOOgb9hYOeD7n6pSAqU4g.JPEG%2F900%25EF%25BC%25BF20250319%25EF%25BC%25BF160039.jpg%3Ftype%3Dw966
18,커피앤시가렛,서울 중구 서소문로 116 유원빌딩 17층 1706호 (우)04513,02-777-7557,"{'화': {'영업시간': '08:30 ~ 21:00', '라스트오더': None, '브레이크타임': None}, '수': {'영업시간': '08:30 ~ 21:00', '라스트오더': None, '브레이크타임': None}, '목': {'영업시간': '08:30 ~ 21:00', '라스트오더': None, '브레이크타임': None}, '금': {'영업시간': '08:30 ~ 21:00', '라스트오더': None, '브레이크타임': None}, '토': {'영업시간': '11:00 ~ 21:00', '라스트오더': None, '브레이크타임': None}, '일': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '월': {'영업시간': '11:00 ~ 21:00', '라스트오더': None, '브레이크타임': None}, '휴무일': {'영업시간': '설당일, 1월1일', '라스트오더': None, '브레이크타임': None}}","['포장가능', '와이파이', '주차가능']",['#제로페이'],['카페'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fbda4be5ae851db03c30454aabcc9b33ee4f1eb25%3Foriginal
19,진주회관,서울 중구 세종대로11길 26 1층 (우)04513,02-753-5388,"{'화': {'영업시간': '11:00 ~ 21:00', '라스트오더': '20:30', '브레이크타임': None}, '수': {'영업시간': '11:00 ~ 21:00', '라스트오더': '20:30', '브레이크타임': None}, '목': {'영업시간': '11:00 ~ 21:00', '라스트오더': '20:30', '브레이크타임': None}, '금': {'영업시간': '11:00 ~ 21:00', '라스트오더': '20:30', '브레이크타임': None}, '토': {'영업시간': '11:00 ~ 20:00', '라스트오더': '19:30', '브레이크타임': '14:00 ~ 15:00'}, '일': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '월': {'영업시간': '11:00 ~ 21:00', '라스트오더': '20:30', '브레이크타임': None}, '휴무일': {'영업시간': '매주 일요일', '라스트오더': None, '브레이크타임': None}}","['예약가능', '포장가능', '주차가능']",['#백년가게'],['국수'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fda7c1e0d6c679a466dcab1da43ed7e63932406ae%3Foriginal
20,파이브가이즈 서울역점,서울 중구 한강대로 405 2층 (우)04509,,{},"['예약가능', '배달가능', '포장가능']",[],['햄버거'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffed1e6150a34c1a06b7ed4c781da162d9ed3c0b1%3Foriginal
21,명인강메밀푸른초장,서울 서대문구 충정로 43-4 1층 (우)03737,02-362-1172,{},['예약가능'],"['#노포', '#회식장소', '#제로페이']",['국수'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff1d3ec3f398d19d45a7e58f1d59abe62ee2f69c9%3Foriginal
22,풍문고기집,서울 중구 세종대로2길 6-1 1층 (우)04527,02-776-6252,{},"['예약가능', '주차가능']","['#점심식사', '#친목모임', '#회식장소']","['육류', '고기']",//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F841c5c3749b2b5159ff3cd5a5fb50e67dee990bf%3Foriginal
23,봉래축산,서울 중구 만리재로35길 6 (우)04508,02-6949-3532,"{'화': {'영업시간': '11:30 ~ 22:00', '라스트오더': None, '브레이크타임': '14:30 ~ 17:00'}, '수': {'영업시간': '11:30 ~ 22:00', '라스트오더': None, '브레이크타임': '14:30 ~ 17:00'}, '목': {'영업시간': '11:30 ~ 22:00', '라스트오더': None, '브레이크타임': '14:30 ~ 17:00'}, '금': {'영업시간': '11:30 ~ 22:00', '라스트오더': None, '브레이크타임': '14:30 ~ 17:00'}, '토': {'영업시간': '14:00 ~ 22:00', '라스트오더': None, '브레이크타임': None}, '일': {'영업시간': '14:00 ~ 22:00', '라스트오더': None, '브레이크타임': None}, '월': {'영업시간': '11:30 ~ 22:00', '라스트오더': None, '브레이크타임': '14:30 ~ 17:00'}}","['예약가능', '와이파이', '주차가능']","['#가족모임', '#친목모임', '#콜키지프리', '#회식장소', '#제로페이']",['갈비'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0e78a47b25e658e547bb756aa61d44ba18061444%3Foriginal
24,고릴라,서울 서대문구 충정로 22-2 (우)03742,02-312-3541,"{'화': {'영업시간': '11:30 ~ 21:30', '라스트오더': None, '브레이크타임': '14:00 ~ 16:00'}, '수': {'영업시간': '11:30 ~ 21:30', '라스트오더': None, '브레이크타임': '14:00 ~ 16:00'}, '목': {'영업시간': '11:30 ~ 21:30', '라스트오더': None, '브레이크타임': '14:00 ~ 16:00'}, '금': {'영업시간': '11:30 ~ 21:30', '라스트오더': None, '브레이크타임': '14:00 ~ 16:00'}, '토': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '일': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '월': {'영업시간': '11:30 ~ 21:30', '라스트오더': None, '브레이크타임': '14:00 ~ 16:00'}, '휴무일': {'영업시간': '매주 토요일, 일요일', '라스트오더': None, '브레이크타임': None}}",['예약가능'],"['#노포', '#점심식사']","['육류', '고기']",//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7a0923c76c86c9a8adda3c3fcce329f1d95bd608%3Foriginal
25,현대수산,서울 서대문구 서소문로 45 SK리쳄블 1층 (우)03741,010-3613-1999,"{'화': {'영업시간': '16:00 ~ 23:15', '라스트오더': None, '브레이크타임': None}, '수': {'영업시간': '16:00 ~ 23:15', '라스트오더': None, '브레이크타임': None}, '목': {'영업시간': '16:00 ~ 23:15', '라스트오더': None, '브레이크타임': None}, '금': {'영업시간': '16:00 ~ 23:15', '라스트오더': None, '브레이크타임': None}, '토': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '일': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '월': {'영업시간': '16:00 ~ 23:15', '라스트오더': None, '브레이크타임': None}, '휴무일': {'영업시간': '매주 토요일, 일요일', '라스트오더': None, '브레이크타임': None}}","['예약가능', '포장가능', '와이파이', '주차가능']","['#노포', '#코스요리', '#회식장소', '#카카오페이', '#제로페이']",['회'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD4047A01A6A74A06A09B7C223D8F5F58
26,사조미가,서울 서대문구 통일로 107-39 사조빌딩 2층 (우)03740,02-362-1500,"{'휴무일': {'영업시간': '추석전날, 추석당일, 추석다음날, 설전날, 설당일, 설다음날', '라스트오더': None, '브레이크타임': None}}","['예약가능', '주차가능']","['#안심식당', '#가족모임', '#가족행사', '#데이트코스', '#돌잔치', '#상견례', '#점심식사', '#점심특선', '#정갈한느낌', '#친목모임', '#코스요리', '#회식장소', '#제로페이']",['한정식'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3970BE94CF9D4E9F99370F2C11D485B0
27,땡땡거리 형제옥,서울 서대문구 충정로6안길 3 1층 땡땡거리 형제옥 식당 (우)03740,0502-5551-0091,"{'화': {'영업시간': '11:00 ~ 21:00', '라스트오더': None, '브레이크타임': '15:00 ~ 18:00'}, '수': {'영업시간': '11:00 ~ 21:00', '라스트오더': None, '브레이크타임': '15:00 ~ 18:00'}, '목': {'영업시간': '11:00 ~ 21:00', '라스트오더': None, '브레이크타임': '15:00 ~ 18:00'}, '금': {'영업시간': '11:00 ~ 21:00', '라스트오더': None, '브레이크타임': '15:00 ~ 18:00'}, '월': {'영업시간': '석가탄신일', '라스트오더': None, '브레이크타임': None}, '휴무일': {'영업시간': '공휴일', '라스트오더': None, '브레이크타임': None}}","['예약가능', '와이파이', '주차가능']","['#도가니탕', '#땡땡거리형제옥', '#설렁탕', '#수육', '#해장국', '#노포', '#점심식사', '#제로페이']",['설렁탕'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8389979061904D3AB29A5669D5A5EE6D
28,가메골손왕만두 남대문본점,서울 중구 남대문시장4길 42 1층 (우)04528,02-755-2569,"{'화': {'영업시간': '08:20 ~ 19:30', '라스트오더': None, '브레이크타임': None}, '수': {'영업시간': '08:20 ~ 19:30', '라스트오더': None, '브레이크타임': None}, '목': {'영업시간': '08:20 ~ 19:30', '라스트오더': None, '브레이크타임': None}, '금': {'영업시간': '08:20 ~ 19:30', '라스트오더': None, '브레이크타임': None}, '토': {'영업시간': '08:20 ~ 19:30', '라스트오더': None, '브레이크타임': None}, '일': {'영업시간': '휴무일', '라스트오더': None, '브레이크타임': None}, '월': {'영업시간': '08:20 ~ 19:30', '라스트오더': None, '브레이크타임': None}, '휴무일': {'영업시간': '매주 일요일', '라스트오더': None, '브레이크타임': None}}","['배달가능', '포장가능', '주차가능']",[],['분식'],//img1.kakaocdn.net/cthumb/local/C800x800.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F06b8be5a4e2f3d6ae6b640e6826cc13a9d58a633%3Foriginal
